Graduation Date,Program Name/Major,Academic Division/School,Degree Level,Outcome Type,Employing Organization,Position Location - Country,Position Location - State,Name of Institution,Degree to be earned,Program/Field of Study,Job Title
2022,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Willis Towers Watson,,Minnesota,,,,Actuarial Analyst
2022,Data Science,Grad Prog in Software Eng,Graduate level degree,Employed Full-Time,HealthPartners,,Minnesota,,,,Health Informatics Analyst
2022,Human Resources Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Xcel Energy,,Minnesota,,,,Talent Management Analyst
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,UnitedHealth Group,,Minnesota,,,,Telesales
2022,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Zurich Medical,,Minnesota,,,,Associate Research and Development Engineer
2022,COJO Strategic Communications,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Alaska,,,,
2022,Exercise Science,College of Health,Bachelor's degree,Employed Full-Time,,,Alaska,,,,
2022,Health Care MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Mayo Clinic,,Minnesota,,,,"Implementation Coordinator, Care Anyplace Product Portfolio, Center for Digital Health"
2022,Criminal Justice,College of Arts & Sciences,Bachelor's degree,Continuing Education,,,Minnesota,Alexandria Technical College,Certificate,Law Enforcement Skills,
2022,Social Work,College of Health,Graduate level degree,Employed Full-Time,CARE Counseling,,Minnesota,,,,Pre-Independently Licensed Therapist
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,California,,,,
2022,Political Science,College of Arts & Sciences,Bachelor's degree,Enrolled in a program for continuing education,,,District of Columbia,American University,Master's Degree,MasterÃ¢â‚¬â„¢s of International Relations: US Foreign Policy and National Security,
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,California,,,,
2022,Liberal Arts,Dougherty Family College,Associate's degree,Employed Full-Time,,,Minnesota,,,,
2022,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,,,California,,,,
2022,Catholic Studies,College of Arts & Sciences,Bachelor's degree,Continuing Education,,,Minnesota,Augustine Institute,Master's Degree,Pastoral Theology,
2022,Mechanical Engineering,School of Engineering,Bachelor's degree,"Not employed, currently seeking employment",,,Colorado,,,,
2022,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Amazon Web Services,,Minnesota,,,,Advisory Consultant
2022,Manufacturing Engineering,School of Engineering,Graduate level degree,Seeking employment,,,Minnesota,,,,
2022,Exercise Science,College of Health,Bachelor's degree,Employed Full-Time,,,Connecticut,,,,
2022,Social Work,College of Arts & Sciences,Bachelor's degree,Continuing Education,,,Minnesota,Barry University,Master's Degree,Master of Social Work,
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Florida,,,,
2022,Exercise Science,College of Health,Bachelor's degree,Enrolled in a program for continuing education,,,Wisconsin,Bellin College,Doctorate Degree,Physical Therapy (DPT),
2022,Psychology,College of Arts & Sciences,Bachelor's degree,Enrolled in a program for continuing education,,,Tennessee,Belmont,"Professional degree (J.D., M.D. or other professional degree)",OTD,
2022,Social Work Advanced Standing,College of Health,Graduate level degree,Employed Full-Time,Catalyst Mental Health,,Minnesota,,,,Mental Health Therapist
2022,Middle/Secondary Education,School of Education,Bachelor's degree,Enrolled in a program for continuing education,,,Wisconsin,Boston College,Master's Degree,Urban Catholic Teacher Corps,
2022,Exercise Science,College of Health,Bachelor's degree,Continuing Education,,,Minnesota,Creighton University,"Professional degree (J.D., M.D. or other professional degree)",Doctorate of Occupational Therapy,
2022,Exercise Science,College of Health,Bachelor's degree,Enrolled in a program for continuing education,,,California,Hanover college,Doctorate Degree,Physical Therapy,
2022,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Mindset Consulting,,Minnesota,,,,Sr. IT Program/Project Manager
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Illinois,,,,
2022,Operations Management,Opus College of Business,Bachelor's degree,Continuing Education,,,Minnesota,Inflight pilot training,Other,Pilot,
2022,Public Health,College of Health,Bachelor's degree,Continuing Education,,,Minnesota,Johns Hopkins University,Master's Degree,Master of Science in Nursing (MSN) Entry into Nursing,
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Illinois,,,,
2022,Electrical Engineering,School of Engineering,Graduate level degree,Employed Full-Time,Railroad,,Minnesota,,,,Designer
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Illinois,,,,
2022,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Illinois,,,,
2022,Entrepreneurship,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Illinois,,,,
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Illinois,,,,
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Illinois,,,,
2022,Geology (BS),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Illinois,,,,
2022,Computer Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,,,Illinois,,,,
2022,Psychology,College of Arts & Sciences,Bachelor's degree,Enrolled in a program for continuing education,,,Illinois,Lewis University,Master's Degree,School Counseling,
2022,Neuroscience,College of Arts & Sciences,Bachelor's degree,Continuing Education,,,Minnesota,Kings College London,Master's Degree,Masters of Clinical and Therapeutic Neuroscience,
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Iowa,,,,
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Iowa,,,,
2022,Communication Studies,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Iowa,,,,
2022,Biology (BS),College of Arts & Sciences,Bachelor's degree,Employed Part-Time,,,Iowa,,,,
2022,Marketing Management,Opus College of Business,Bachelor's degree,"Not employed, currently seeking employment",,,Michigan,,,,
2022,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Enrolled in a program for continuing education,,,Illinois,Princeton Theological Seminary,Master's Degree,Masters of Arts in Theological Studies,
2022,Executive MBA,Opus College of Business,Graduate level degree,Employed Full-Time,,,Minnesota,,,,
2022,Psychology,College of Arts & Sciences,Bachelor's degree,Seeking employment,,,Minnesota,,,,
2022,History,College of Arts & Sciences,Bachelor's degree,Enrolled in a program for continuing education,,,Wisconsin,Marquette University,"Professional degree (J.D., M.D. or other professional degree)",School of Law,
2022,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,3M,,Minnesota,,,,eCommerce Marketing Manager for Walmart
2022,Accounting,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,Biology (BS),College of Arts & Sciences,Bachelor's degree,Continuing Education,,,Minnesota,Mayo School of Medicine,"Professional degree (J.D., M.D. or other professional degree)",Mayo School of Medicine,
2022,Chemistry,College of Arts & Sciences,Bachelor's degree,Enrolled in a program for continuing education,,,Arizona,Midwestern University - Glendale,Master's Degree,MasterÃ¢â‚¬â„¢s of Medical Science in Physician Assistant Studies,
2022,K-12 Music Education,School of Education,Bachelor's degree,Seeking employment,,,Minnesota,,,,
2022,Philosophy,College of Arts & Sciences,Bachelor's degree,Continuing Education,,,Minnesota,Mitchell Hamline School of Law,"Professional degree (J.D., M.D. or other professional degree)",Full Time J.D.,
2022,MS Business Analytics,Opus College of Business,Graduate level degree,Employed Full-Time,State of Minnesota,,Minnesota,,,,Cloud Application Developer
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,Social Work Advanced Standing,College of Health,Graduate level degree,Employed Part-Time,Children's Minnesota,,Minnesota,,,,Social Worker
2022,Social Work,College of Health,Bachelor's degree,Continuing Education,,,Minnesota,Morrison Family College of Health,Master's Degree,MSW,
2022,Social Work,College of Health,Graduate level degree,Employed Full-Time,David Hoy and Associates,,Minnesota,,,,School Based Counselor
2022,Neuroscience,College of Arts & Sciences,Bachelor's degree,Continuing Education,,,Minnesota,Northwestern Health Sciences University,"Professional degree (J.D., M.D. or other professional degree)",Doctor of Chiropractic Health,
2022,Chemistry,College of Arts & Sciences,Bachelor's degree,Enrolled in a program for continuing education,,,Wisconsin,Notre Dame,Doctorate Degree,Chemistry PhD,
2022,Social Work Advanced Standing,College of Health,Graduate level degree,Employed Full-Time,Fairview health systems,,Minnesota,,,,Mental health professional
2022,Software Management,Grad Prog in Software Eng,Graduate level degree,Employed Full-Time,State of Minnesota,,Minnesota,,,,HR Consultant
2022,Org. Ethics & Compliance,School of Law,Graduate level degree,Employed Full-Time,Willis Towers Watson,,Minnesota,,,,Client Service Manager
2022,Social Work,College of Health,Graduate level degree,Employed Full-Time,Hennepin county,,Minnesota,,,,Child protection social worker
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,Executive MBA,Opus College of Business,Graduate level degree,Employed Full-Time,The Toro Company,,Minnesota,,,,Sourcing Manager
2022,Chemistry,College of Arts & Sciences,Bachelor's degree,Enrolled in a program for continuing education,,,Wisconsin,Palmer College of Chiropractic,"Professional degree (J.D., M.D. or other professional degree)",Doctor of Chiropractic Program,
2022,Health Care MBA,Opus College of Business,Graduate level degree,Employed Full-Time,,,North Dakota,,,,
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,Leadership & Management,Opus College of Business,Bachelor's degree,Enrolled in a program for continuing education,,,Illinois,University of Illinois Chicago,"Professional degree (JD, MD, etc.)",Law,
2022,Entrepreneurship,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,Software Engineering,Grad Prog in Software Eng,Graduate level degree,Employed Full-Time,Delta airlines,,Minnesota,,,,Associate developer
2022,Health Promotion & Wellness,College of Health,Bachelor's degree,Continuing Education,,,Minnesota,St. Catherine University,"Professional degree (J.D., M.D. or other professional degree)",Doctor of Occupational Therapy,
2022,Philosophy,College of Arts & Sciences,Bachelor's degree,Enrolled in a program for continuing education,,,Iowa,St. Paul Seminary School of Divinity,"Professional degree (J.D., M.D. or other professional degree)",Master of Divinity,
2022,Law & Compliance,Opus College of Business,Bachelor's degree,Continuing Education,,,Minnesota,St. Thomas School of Law,"Professional degree (J.D., M.D. or other professional degree)",Full-Time JD Program,
2022,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,Law & Compliance,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,Data Science,Grad Prog in Software Eng,Graduate level degree,Seeking employment,,,Minnesota,,,,
2022,Organization Develop & Change,Opus College of Business,Graduate level degree,Employed Full-Time,School,,Minnesota,,,,Teacher
2022,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Salesforce,,Minnesota,,,,Senior success manager
2022,Geography - Geo Info Sys (GIS),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,Psychology,College of Arts & Sciences,Bachelor's degree,Continuing Education,,,Minnesota,St.Cloud State University,Master's Degree,Communication Sciences and Disorders M.A,
2022,Entrepreneurship,College of Arts & Sciences,Bachelor's degree,Continuing Education,,,Minnesota,Stanford,Doctorate Degree,Applied Physics PhD Program,
2022,Exercise Science,College of Health,Bachelor's degree,Continuing Education,,,Minnesota,Thomas Jefferson University,Doctorate Degree,Doctorate of Occupational Therapy,
2022,Middle/Secondary Education,College of Arts & Sciences,Bachelor's degree,Seeking employment,,,Minnesota,,,,
2022,Biology (BS),College of Arts & Sciences,Bachelor's degree,Continuing Education,,,Minnesota,U of M Pharmacy School,"Professional degree (J.D., M.D. or other professional degree)",Doctor of Pharmacy,
2022,Mathematics (Pure Track),College of Arts & Sciences,Bachelor's degree,Enrolled in a program for continuing education,,,Wisconsin,University of Colorado Boulder,Doctorate Degree,Applied Mathematics Ph.D.,
2022,Liberal Arts,Dougherty Family College,Associate's degree,Continuing Education,,,Minnesota,St. Thomas,Bachelor's Degree,Accounting,
2022,Neuroscience,College of Arts & Sciences,Bachelor's degree,Enrolled in a program for continuing education,,,North Dakota,University of Colorado School of Dental Medicine,"Professional degree (JD, MD, etc.)",Doctorate of Dental Surgery (DDS),
2022,Psychology,College of Arts & Sciences,Bachelor's degree,Continuing Education,,,Minnesota,University of Denver,"Professional degree (JD, MD, etc.)",J.D.,
2022,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Continuing Education,,,Minnesota,University of Deusto (Spain),Master's Degree,MasterÃ¢â‚¬â„¢s in International Relations & Business Diplomacy,
2022,Philosophy,College of Arts & Sciences,Bachelor's degree,Enrolled in a program for continuing education,,,Illinois,University of St Mary of the Lake,Master's Degree,Seminary,
2022,Biology (BS),College of Arts & Sciences,Bachelor's degree,Seeking employment,,,Minnesota,,,,
2022,Entrepreneurship,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed Full-Time,Columbia Heights Public Schools,,Minnesota,,,,Special Education Teacher
2022,Catholic Studies,College of Arts & Sciences,Bachelor's degree,Enrolled in a program for continuing education,,,Illinois,University of St. Mary of the Lake,Master's Degree,Theology,
2022,Creative Writing & Publishing,College of Arts & Sciences,Graduate level degree,Employed Full-Time,Community Action Partnership of Ramsey and Washington Counties,,Minnesota,,,,"Coordinator, Volunteerism & Internships"
2022,Biology of Global Health,College of Arts & Sciences,Bachelor's degree,Continuing Education,,,Minnesota,"University of Michigan, Ann Arbor",Master's Degree,MasterÃ¢â‚¬â„¢s of Public Health Global Health Epidemiology,
